Book,Page,Chapter Name,POV,Character,Gender,Alive?,Title,Forename,Surname,Old Surname,Alias,Regnal No
A Storm of Swords,1164,Appendix,N/A,Kirth Vance,M,A,,Kirth,Vance,,,
A Storm of Swords,1164,Appendix,N/A,Ser Robert Paege,M,A,Ser,Robert,Paege,,,
A Storm of Swords,1164,Appendix,N/A,Tristan Ryger,M,A,,Tristan,Ryger,,,
A Storm of Swords,1164,Appendix,N/A,Lord Norbert Vance,M,A,Lord,Norbert,Vance,,,
A Storm of Swords,1164,Appendix,N/A,Lord Theomar Smallwood,M,A,Lord,Theomar,Smallwood,,,
A Storm of Swords,1166,Appendix,N/A,King Mern IX Gardener,M,D,King,Mern,Gardener,,,IX
A Storm of Swords,1167,Appendix,N/A,"Ser Luthor Tyrell, Son of Moryn",M,D,Ser,Luthor,Tyrell,,Son of Moryn,
A Storm of Swords,1167,Appendix,N/A,Lady Elyn Tyrell (Norridge),F,A,Lady,Elyn,Tyrell,Norridge,,
A Storm of Swords,1167,Appendix,N/A,Ser Theodore Tyrell,M,A,Ser,Theodore,Tyrell,,,
A Storm of Swords,1167,Appendix,N/A,Lady Lia Tyrell (Serry),F,A,Lady,Lia,Tyrell,Serry,,
A Storm of Swords,1167,Appendix,N/A,"Luthor Tyrell, Son of Theodore",M,A,,Luthor,Tyrell,,Son of Theodore,
A Storm of Swords,1167,Appendix,N/A,Maester Medwick (Tyrell),M,A,Maester,Medwick,,Tyrell,,
A Storm of Swords,1167,Appendix,N/A,Olene Blackbar (Tyrell),F,A,,Olene,Blackbar,Tyrell,,
A Storm of Swords,1167,Appendix,N/A,Ser Leo Blackbar,M,A,Ser,Leo,Blackbar,,,
A Storm of Swords,1167,Appendix,N/A,"Leo Tyrell, Leo the Lazy, Son of Moryn",M,A,,Leo,Tyrell,,"Leo the Lazy, Son of Moryn",
A Storm of Swords,1167,Appendix,N/A,Ser Quentin Tyrell,M,A,Ser,Quentin,Tyrell,,,
A Storm of Swords,1167,Appendix,N/A,Ser Olymer Tyrell,M,A,Ser,Olymer,Tyrell,,,
A Storm of Swords,1167,Appendix,N/A,Lady Lysa Tyrell (Meadows),F,A,Lady,Lysa,Tyrell,Meadows,,
A Storm of Swords,1167,Appendix,N/A,Raymund Tyrell,M,A,,Raymund,Tyrell,,,
A Storm of Swords,1167,Appendix,N/A,Rickard Tyrell,M,A,,Rickard,Tyrell,,,
A Storm of Swords,1167,Appendix,N/A,Maester Normund (Tyrell),M,A,Maester,Normund,,Tyrell,,
A Storm of Swords,1167,Appendix,N/A,Ser Victor Tyrell,M,D,Ser,Victor,Tyrell,,,
A Storm of Swords,1167,Appendix,N/A,Victaria Bulwer,F,A,,Victaria,Bulwer,,,
A Storm of Swords,1167,Appendix,N/A,Lord Jon Bulwer,M,D,Lord,Jon,Bulwer,,,
A Storm of Swords,1167,Appendix,N/A,"Ser Leo Tyrell, Son of Victor",M,A,Ser,Leo,Tyrell,,Son of Victor,
A Storm of Swords,1167,Appendix,N/A,Lady Alys Beesbury,F,A,Lady,Alys,Beesbury,,,
A Storm of Swords,1168,Appendix,N/A,Leona Tyrell,F,A,,Leona,Tyrell,,,
A Storm of Swords,1168,Appendix,N/A,"Lyonel Tyrell, Son of Leo",M,A,,Lyonel,Tyrell,,Son of Leo,
A Storm of Swords,1168,Appendix,N/A,Lucas Tyrell,M,A,,Lucas,Tyrell,,,
A Storm of Swords,1168,Appendix,N/A,Lorent Tyrell,M,A,,Lorent,Tyrell,,,
A Storm of Swords,1168,Appendix,N/A,Orton Merryweather,M,A,,Orton,Merryweather,,,
A Storm of Swords,1171,Appendix,N/A,"Ebben, Eggen",M,D,,Ebben,,,Eggen,
A Storm of Swords,1172,Appendix,N/A,"Hal, Hairy Hal",M,D,,Hal,,,Hairy Hal,
A Storm of Swords,1172,Appendix,N/A,"Jack Bulwer, Black Jack Bulwer",M,D,,Jack,Bulwer,,Black Jack Bulwer,
A Storm of Swords,1172,Appendix,N/A,Wallace Massey,M,A,,Wallace,Massey,,,
A Storm of Swords,1174,Appendix,N/A,Dennett,M,A,,Dennett,,,,
A Storm of Swords,1174,Appendix,N/A,Maester Roone,M,A,Maester,Roone,,,,
A Storm of Swords,1174,Appendix,N/A,"Dryn, Son of Tormund",M,A,,Dryn,,,Son of Tormund,
A Feast for Crows,1,Prologue,Pate,Mollander,M,A,,Mollander,,,,
A Feast for Crows,1,Prologue,Pate,"Alleras, The Sphinx",M,A,,Alleras,,,The Sphinx,
A Feast for Crows,1,Prologue,Pate,Roone,M,A,,Roone,,,,
A Feast for Crows,1,Prologue,Pate,Rosey,F,A,,Rosey,,,,
A Feast for Crows,1,Prologue,Pate,"Pate, Novice of Oldtown",M,D,,Pate,,,Novice of Oldtown,
A Feast for Crows,1,Prologue,Pate,Emma,F,A,,Emma,,,,
A Feast for Crows,1,Prologue,Pate,"Armen, The Acolyte",M,A,,Armen,,,The Acolyte,
A Feast for Crows,2,Prologue,Pate,Archmaester Ebrose,M,A,Archmaester,Ebrose,,,,
A Feast for Crows,3,Prologue,Pate,Archmaester Walgrave,M,A,Archmaester,Walgrave,,,,
A Feast for Crows,4,Prologue,Pate,Archmaester Benedict,M,A,Archmaester,Benedict,,,,
A Feast for Crows,6,Prologue,Pate,"Archmaester Vaellyn, Vinegar Vaellyn",M,A,Archmaester,Vaellyn,,,Vinegar Vaellyn,
A Feast for Crows,7,Prologue,Pate,Archmaester Perestan,M,A,Archmaester,Perestan,,,,
A Feast for Crows,8,Prologue,Pate,Mollos,M,A,,Mollos,,,,
A Feast for Crows,9,Prologue,Pate,Archmaester Ryam,M,A,Archmaester,Ryam,,,,
A Feast for Crows,18,The Prophet,Aeron Greyjoy,Emmond,M,A,,Emmond,,,,
A Feast for Crows,18,The Prophet,Aeron Greyjoy,Steffarion Sparr,M,A,,Steffarion,Sparr,,,
A Feast for Crows,19,The Prophet,Aeron Greyjoy,Greydon Goodbrother,M,A,,Greydon,Goodbrother,,,
A Feast for Crows,19,The Prophet,Aeron Greyjoy,Gormond Goodbrother,M,A,,Gormond,Goodbrother,,,
A Feast for Crows,19,The Prophet,Aeron Greyjoy,Gran Goodbrother,M,A,,Gran,Goodbrother,,,
A Feast for Crows,19,The Prophet,Aeron Greyjoy,Norjen,M,A,,Norjen,,,,
A Feast for Crows,19,The Prophet,Aeron Greyjoy,Rus,M,A,,Rus,,,,
A Feast for Crows,19,The Prophet,Aeron Greyjoy,"Tarle, The Thrice-Drowned",M,A,,Tarle,,,The Thrice-Drowned,
A Feast for Crows,22,The Prophet,Aeron Greyjoy,Lord Quellon Greyjoy,M,D,Lord,Quellon,Greyjoy,,,
A Feast for Crows,22,The Prophet,Aeron Greyjoy,Harlon Greyjoy,M,D,,Harlon,Greyjoy,,,
A Feast for Crows,22,The Prophet,Aeron Greyjoy,Lady Greyjoy (Stonetree),F,U,Lady,?,Greyjoy,Stonetree,,
A Feast for Crows,22,The Prophet,Aeron Greyjoy,Donel Greyjoy,M,D,,Donel,Greyjoy,,,
A Feast for Crows,22,The Prophet,Aeron Greyjoy,"Urrigon Greyjoy, Urri",M,D,,Urrigon,Greyjoy,,Urri,
A Feast for Crows,22,The Prophet,Aeron Greyjoy,Lady Greyjoy (Sunderly),F,U,Lady,?,Greyjoy,Sunderly,,
A Feast for Crows,22,The Prophet,Aeron Greyjoy,Robin Greyjoy,M,D,,Robin,Greyjoy,,,
A Feast for Crows,24,The Prophet,Aeron Greyjoy,Gysella Goodbrother,F,A,,Gysella,Goodbrother,,,
A Feast for Crows,24,The Prophet,Aeron Greyjoy,Gwin Goodbrother,F,A,,Gwin,Goodbrother,,,
A Feast for Crows,24,The Prophet,Aeron Greyjoy,Maester Murenmure,M,A,Maester,Murenmure,,,,
A Feast for Crows,26,The Prophet,Aeron Greyjoy,Lady Greyjoy (Piper),F,U,Lady,?,Greyjoy,Piper,,
A Feast for Crows,31,The Prophet,Aeron Greyjoy,King Urras Ironfoot,M,D,King,Urras,Ironfoot,,,
A Feast for Crows,31,The Prophet,Aeron Greyjoy,King Sylas Flatnose,M,D,King,Sylas,Flatnose,,,
A Feast for Crows,31,The Prophet,Aeron Greyjoy,King Harrag Hoare,M,D,King,Harrag,Hoare,,,
A Feast for Crows,39,The Captain of Guards,Areo Hotah,Olyvar Martell,M,D,,Olyvar,Martell,,,
A Feast for Crows,43,The Captain of Guards,Areo Hotah,Jeyne Fowler,F,A,,Jeyne,Fowler,,,
A Feast for Crows,43,The Captain of Guards,Areo Hotah,Jennelyn Fowler,F,A,,Jennelyn,Fowler,,,
A Feast for Crows,46,The Captain of Guards,Areo Hotah,Ricasso,M,A,,Ricasso,,,,
A Feast for Crows,46,The Captain of Guards,Areo Hotah,Ser Manfrey Martell,M,A,Ser,Manfrey,Martell,,,
A Feast for Crows,46,The Captain of Guards,Areo Hotah,Maester Myles,M,A,Maester,Myles,,,,
A Feast for Crows,51,Cersei I,Cersei Lannister,Senelle,F,D,,Senelle,,,,
A Feast for Crows,52,Cersei I,Cersei Lannister,Jocelyn Swyft,F,A,,Jocelyn,Swyft,,,
A Feast for Crows,56,Cersei I,Cersei Lannister,Puckens,M,A,,Puckens,,,,
A Feast for Crows,56,Cersei I,Cersei Lannister,Shortear,M,A,,Shortear,,,,
A Feast for Crows,61,Cersei I,Cersei Lannister,Rugen,M,U,,Rugen,,,,
A Feast for Crows,65,Brienne I,Brienne of Tarth,"Ser Illifer, The Penniless",M,A,Ser,Illifer,,,The Penniless,
A Feast for Crows,66,Brienne I,Brienne of Tarth,Ser Creighton Longbough,M,A,Ser,Creighton,Longbough,,,
A Feast for Crows,67,Brienne I,Brienne of Tarth,Ser Herbert Bolling,M,D,Ser,Herbert,Bolling,,,
A Feast for Crows,68,Brienne I,Brienne of Tarth,"Lord Lucas Lothston, The Pander",M,D,Lord,Lucas,Lothston,,The Pander,
A Feast for Crows,68,Brienne I,Brienne of Tarth,Manfryd Lothston,M,D,,Manfryd,Lothston,,,
A Feast for Crows,73,Brienne I,Brienne of Tarth,"Ser Shadrich, Of the Shady Glen/The Mad Mouse",M,A,Ser,Shadrich,,,Of the Shady Glen/The Mad Mouse,
A Feast for Crows,75,Brienne I,Brienne of Tarth,Hibald,M,A,,Hibald,,,,
A Feast for Crows,76,Brienne I,Brienne of Tarth,Naggle,M,A,,Naggle,,,,
A Feast for Crows,78,Brienne I,Brienne of Tarth,"Ser Galladon, Of Morne",M,F,Ser,Galladon,,,Of Morne,
A Feast for Crows,81,Samwell I,Samwell Tarly,Septon Jorquen,M,D,Septon,Jorquen,,,,
A Feast for Crows,81,Samwell I,Samwell Tarly,Lord Commander Orbert Caswell,M,D,Lord Commander,Orbert,Caswell,,,
A Feast for Crows,86,Samwell I,Samwell Tarly,Colloquo Votar,M,D,,Colloquo,Votar,,,
A Feast for Crows,86,Samwell I,Samwell Tarly,Maester Thomax,M,D,Maester,Thomax,,,,
A Feast for Crows,89,Samwell I,Samwell Tarly,Lord Commander Osric Stark,M,D,Lord Commander,Osric,Stark,,,
A Feast for Crows,98,Arya I,Arya Stark,Denyo Terys,M,A,,Denyo,Terys,,,
A Feast for Crows,103,Arya I,Arya Stark,Captain Ternesio Terys,M,A,Captain,Ternesio,Terys,,,
A Feast for Crows,103,Arya I,Arya Stark,Yorko Terys,M,A,,Yorko,Terys,,,
A Feast for Crows,109,Arya I,Arya Stark,The Waif,F,A,,?,,,The Waif,
A Feast for Crows,116,Cersei II,Cersei Lannister,Ser Lambert Turnberry,M,A,Ser,Lambert,Turnberry,,,
A Feast for Crows,116,Cersei II,Cersei Lannister,Ser Balman Byrch,M,D,Ser,Balman,Byrch,,,
A Feast for Crows,123,Cersei II,Cersei Lannister,King Garth XII Gardener,M,D,King,Garth,Gardener,,,XII
A Feast for Crows,134,Jaime I,Jaime Lannister,Lord Quenton Hightower,M,D,Lord,Quenton,Hightower,,,
A Feast for Crows,135,Jaime I,Jaime Lannister,Rennifer Longwaters,M,A,,Rennifer,Longwaters,,,
A Feast for Crows,135,Jaime I,Jaime Lannister,"Lord Alyn Velaryon, Oakenfist",M,D,Lord,Alyn,Velaryon,,Oakenfist,
A Feast for Crows,148,Brienne II,Brienne of Tarth,"Lady Danelle Lothston, Mad Danelle",F,D,Lady,Danelle,Lothston,,Mad Danelle,
A Feast for Crows,149,Brienne II,Brienne of Tarth,Lord Denys Darklyn,M,D,Lord,Denys,Darklyn,,,
A Feast for Crows,150,Brienne II,Brienne of Tarth,Ser Rufus Leek,M,A,Ser,Rufus,Leek,,,
A Feast for Crows,150,Brienne II,Brienne of Tarth,"Lady Serala, Of Myr",F,D,Lady,Serala,,,Of Myr,
A Feast for Crows,151,Brienne II,Brienne of Tarth,Ser Symon Hollard,M,D,Ser,Symon,Hollard,,,
A Feast for Crows,151,Brienne II,Brienne of Tarth,Ser Jon Hollard,M,D,Ser,Jon,Hollard,,,
A Feast for Crows,151,Brienne II,Brienne of Tarth,Robin Hollard,M,D,,Robin,Hollard,,,
A Feast for Crows,151,Brienne II,Brienne of Tarth,Ser Steffon Hollard,M,D,Ser,Steffon,Hollard,,,
A Feast for Crows,154,Brienne II,Brienne of Tarth,Septa Roelle,F,U,Septa,Roelle,,,,
A Feast for Crows,155,Brienne II,Brienne of Tarth,"Dick Crabb, Nimble Dick",M,D,,Dick,Crabb,,Nimble Dick,
A Feast for Crows,160,Brienne II,Brienne of Tarth,Humfrey Wagstaff,M,U,,Humfrey,Wagstaff,,,
A Feast for Crows,168,Sansa I,Sansa Stark,Gretchel,F,A,,Gretchel,,,,
A Feast for Crows,168,Sansa I,Sansa Stark,"Maddy, Fat Maddy",F,A,,Maddy,,,Fat Maddy,
A Feast for Crows,174,Sansa I,Sansa Stark,"Symond Templeton, Knight of Ninestars",M,A,,Symond,Templeton,,Knight of Ninestars,
A Feast for Crows,174,Sansa I,Sansa Stark,Lord Benedar Belmore,M,A,Lord,Benedar,Belmore,,,
A Feast for Crows,174,Sansa I,Sansa Stark,"Samwell Stone, Strong Sam Stone",M,A,,Samwell,Stone,,Strong Sam Stone,
A Feast for Crows,175,Sansa I,Sansa Stark,Ronnel Arryn,M,D,,Ronnel,Arryn,,,
A Feast for Crows,178,The Kraken's Daughter,Asha Greyjoy,"Boremund Harlaw, The Blue",M,A,,Boremund,Harlaw,,The Blue,
A Feast for Crows,178,The Kraken's Daughter,Asha Greyjoy,"Hotho Harlaw, Hotho Humpback",M,A,,Hotho,Harlaw,,Hotho Humpback,
A Feast for Crows,178,The Kraken's Daughter,Asha Greyjoy,"Ser Harras Harlaw, The Knight",M,A,Ser,Harras,Harlaw,,The Knight,
A Feast for Crows,178,The Kraken's Daughter,Asha Greyjoy,"Sigfryd Harlaw, Silverhair",M,A,,Sigfryd,Harlaw,,Silverhair,
A Feast for Crows,178,The Kraken's Daughter,Asha Greyjoy,Three-Tooth,F,A,,Three-Tooth,,,,
A Feast for Crows,179,The Kraken's Daughter,Asha Greyjoy,Lord Tristifer Botley,M,A,Lord,Tristifer,Botley,,,
A Feast for Crows,179,The Kraken's Daughter,Asha Greyjoy,Harren Botley,M,D,,Harren,Botley,,,
A Feast for Crows,179,The Kraken's Daughter,Asha Greyjoy,Lady Gwynesse Greyjoy (Harlaw),F,A,Lady,Gwynesse,Greyjoy,Harlaw,,
A Feast for Crows,181,The Kraken's Daughter,Asha Greyjoy,Lord Theomore Harlaw,M,A,Lord,Theomore,Harlaw,,,
A Feast for Crows,182,The Kraken's Daughter,Asha Greyjoy,"Lord Aenar Targaryen, Aenar the Exile",M,D,Lord,Aenar,Targaryen,,Aenar the Exile,
A Feast for Crows,184,The Kraken's Daughter,Asha Greyjoy,"Beron Blacktyde, Blind Beron",M,A,,Beron,Blacktyde,,Blind Beron,
A Feast for Crows,184,The Kraken's Daughter,Asha Greyjoy,The Old Grey Gull,M,A,,?,,,The Old Grey Gull,
A Feast for Crows,184,The Kraken's Daughter,Asha Greyjoy,Archmaester Haereg,M,D,Archmaester,Haereg,,,,
A Feast for Crows,184,The Kraken's Daughter,Asha Greyjoy,Archmaester Rigney,M,A,Archmaester,Rigney,,,,
A Feast for Crows,185,The Kraken's Daughter,Asha Greyjoy,Maester Denestan,M,U,Maester,Denestan,,,,
A Feast for Crows,189,The Kraken's Daughter,Asha Greyjoy,Lord Germund Botley,M,A,Lord,Germund,Botley,,,
A Feast for Crows,190,The Kraken's Daughter,Asha Greyjoy,Maester Joseran,M,A,Maester,Joseran,,,,
A Feast for Crows,190,The Kraken's Daughter,Asha Greyjoy,"Jon Myre, Pinchface",M,A,,Jon,Myre,,Pinchface,
A Feast for Crows,190,The Kraken's Daughter,Asha Greyjoy,"Lucas Codd, Left-Hand Lucas",M,A,,Lucas,Codd,,Left-Hand Lucas,
A Feast for Crows,190,The Kraken's Daughter,Asha Greyjoy,"Harren, Half-Hoare",M,A,,Harren,,,Half-Hoare,
A Feast for Crows,190,The Kraken's Daughter,Asha Greyjoy,The Red Oarsman,M,A,,?,,,The Red Oarsman,
A Feast for Crows,190,The Kraken's Daughter,Asha Greyjoy,"Kemmett Pyke, The Bastard",M,A,,Kemmett,Pyke,,The Bastard,
A Feast for Crows,190,The Kraken's Daughter,Asha Greyjoy,Rodrik Freeborn,M,A,,Rodrik,Freeborn,,,
A Feast for Crows,190,The Kraken's Daughter,Asha Greyjoy,Torwold Browntooth,M,A,,Torwold,Browntooth,,,
A Feast for Crows,193,Cersei III,Cersei Lannister,Melara Hetherspoon,F,D,,Melara,Hetherspoon,,,
A Feast for Crows,195,Cersei III,Cersei Lannister,Ossifer Plumm,M,D,,Ossifer,Plumm,,,
A Feast for Crows,200,Cersei III,Cersei Lannister,"Wat, The Blue Bard",M,A,,Wat,,,The Blue Bard,
A Feast for Crows,200,Cersei III,Cersei Lannister,"Maggy, The Frog",F,U,,Maggy,,,The Frog,
A Feast for Crows,206,Cersei III,Cersei Lannister,Lord Owen Merryweather,M,A,Lord,Owen,Merryweather,,,
A Feast for Crows,208,The Soiled Knight,Arys Oakheart,"Lord Edgerran Oakheart, The Open-Handed",M,A,Lord,Edgerran,Oakheart,,The Open-Handed,
A Feast for Crows,208,The Soiled Knight,Arys Oakheart,Alester Oakheart,M,D,,Alester,Oakheart,,,
A Feast for Crows,208,The Soiled Knight,Arys Oakheart,"Ser Olyvar Oakheart, The Green Oak",M,A,Ser,Olyvar,Oakheart,,The Green Oak,
A Feast for Crows,210,The Soiled Knight,Arys Oakheart,Septa Eglantine,F,A,Septa,Eglantine,,,,
A Feast for Crows,210,The Soiled Knight,Arys Oakheart,"Ser Gascoyne, Of the Greenblood",M,A,Ser,Gascoyne,,,Of the Greenblood,
A Feast for Crows,211,The Soiled Knight,Arys Oakheart,Prince Maron Martell,M,D,Prince,Maron,Martell,,,
A Feast for Crows,216,The Soiled Knight,Arys Oakheart,"Ser Lucamore Strong, Lucamore the Lusty",M,D,Ser,Lucamore,Strong,,Lucamore the Lusty,
A Feast for Crows,218,The Soiled Knight,Arys Oakheart,"Ser Criston Cole, Kingmaker",M,D,Ser,Criston,Cole,,Kingmaker,
A Feast for Crows,221,The Soiled Knight,Arys Oakheart,Lady Alyse Ladybright,F,A,Lady,Alyse,Ladybright,,,
A Feast for Crows,224,Brienne III,Brienne of Tarth,Ser Cedric Payne,M,D,Ser,Cedric,Payne,,,
A Feast for Crows,225,Brienne III,Brienne of Tarth,"Ser Lorimer, The Belly",M,D,Ser,Lorimer,,,The Belly,
A Feast for Crows,229,Brienne III,Brienne of Tarth,Ser Hyle Hunt,M,U,Ser,Hyle,Hunt,,,
A Feast for Crows,230,Brienne III,Brienne of Tarth,Ser Alyn Hunt,M,A,Ser,Alyn,Hunt,,,
A Feast for Crows,235,Brienne III,Brienne of Tarth,"Ser Ben Bushy, Big Ben",M,D,Ser,Ben,Bushy,,Big Ben,
A Feast for Crows,235,Brienne III,Brienne of Tarth,Ser Richard Farrow,M,D,Ser,Richard,Farrow,,,
A Feast for Crows,235,Brienne III,Brienne of Tarth,"Ser Will, The Stork",M,D,Ser,Will,,,The Stork,
A Feast for Crows,235,Brienne III,Brienne of Tarth,Ser Edmund Ambrose,M,A,Ser,Edmund,Ambrose,,,
A Feast for Crows,237,Brienne III,Brienne of Tarth,Ser Hugh Beesbury,M,A,Ser,Hugh,Beesbury,,,
A Feast for Crows,237,Brienne III,Brienne of Tarth,Ser Owen Inchfield,M,A,Ser,Owen,Inchfield,,,
A Feast for Crows,240,Brienne III,Brienne of Tarth,Ser Clarence Crabb,M,F,Ser,Clarence,Crabb,,,
A Feast for Crows,245,Samwell II,Samwell Tarly,Meggett,F,F,,Meggett,,,,
A Feast for Crows,246,Samwell II,Samwell Tarly,"Lord Commander Brynden Rivers, Bloodraven",M,A,Lord Commander,Brynden,Rivers,,Bloodraven,
A Feast for Crows,254,Jaime II,Jaime Lannister,Lord Garrison Prester,M,A,Lord,Garrison,Prester,,,
A Feast for Crows,254,Jaime II,Jaime Lannister,Lord Robin Moreland,M,A,Lord,Robin,Moreland,,,
A Feast for Crows,258,Jaime II,Jaime Lannister,"Jon Bettley, Beardless Jon Bettley",M,A,,Jon,Bettley,,Beardless Jon Bettley,
A Feast for Crows,258,Jaime II,Jaime Lannister,Humfrey Swyft,M,A,,Humfrey,Swyft,,,
A Feast for Crows,265,Jaime II,Jaime Lannister,The Greatheart,M,D,,?,,,The Greatheart,
A Feast for Crows,266,Jaime II,Jaime Lannister,"Ser Gyles, Gyles Greycloak",M,D,Ser,Gyles,,,Gyles Greycloak,
A Feast for Crows,266,Jaime II,Jaime Lannister,"Ser Orivel, The Open-Handed",M,D,Ser,Orivel,,,The Open-Handed,
A Feast for Crows,266,Jaime II,Jaime Lannister,"Ser Addison Hill, The Bastard of Cornfield",M,D,Ser,Addison,Hill,,The Bastard of Cornfield,
A Feast for Crows,266,Jaime II,Jaime Lannister,"Ser Michael Mertyns, The White Owl",M,D,Ser,Michael,Mertyns,,The White Owl,
A Feast for Crows,266,Jaime II,Jaime Lannister,"Ser Jeffory Norcross, Neveryield",M,D,Ser,Jeffory,Norcross,,Neveryield,
A Feast for Crows,266,Jaime II,Jaime Lannister,"Ser Tom Costayne, Long Tom Costayne",M,D,Ser,Tom,Costayne,,Long Tom Costayne,
A Feast for Crows,266,Jaime II,Jaime Lannister,"Ser Donnel, Of Duskendale",M,D,Ser,Donnel,,,Of Duskendale,
A Feast for Crows,266,Jaime II,Jaime Lannister,"Ser Robert Flowers, Red Robert Flowers",M,D,Ser,Robert,Flowers,,Red Robert Flowers,
A Feast for Crows,266,Jaime II,Jaime Lannister,Ser Rolland Darklyn,M,D,Ser,Rolland,Darklyn,,,
A Feast for Crows,267,Cersei IV,Cersei Lannister,Dorcas,F,A,,Dorcas,,,,
A Feast for Crows,272,Cersei IV,Cersei Lannister,Septon Raynard,M,A,Septon,Raynard,,,,
A Feast for Crows,272,Cersei IV,Cersei Lannister,Septon Torbert,M,A,Septon,Torbert,,,,
A Feast for Crows,272,Cersei IV,Cersei Lannister,Septon Ollidor,M,A,Septon,Ollidor,,,,
A Feast for Crows,286,The Iron Captain,Victarion Greyjoy,"Nute, The Barber",M,A,,Nute,,,The Barber,
A Feast for Crows,286,The Iron Captain,Victarion Greyjoy,"Ralf Stonehouse, Red Ralf Stonehouse",M,A,,Ralf,Stonehouse,,Red Ralf Stonehouse,
A Feast for Crows,286,The Iron Captain,Victarion Greyjoy,Ralf Kenning,M,D,,Ralf,Kenning,,,
A Feast for Crows,286,The Iron Captain,Victarion Greyjoy,"Ralf, The Limper",M,A,,Ralf,,,The Limper,
A Feast for Crows,290,The Iron Captain,Victarion Greyjoy,"Fralegg, The Strong",M,A,,Fralegg,,,The Strong,
A Feast for Crows,290,The Iron Captain,Victarion Greyjoy,Alvyn Sharp,M,A,,Alvyn,Sharp,,,
A Feast for Crows,291,The Iron Captain,Victarion Greyjoy,Will Humble,M,A,,Will,Humble,,,
A Feast for Crows,291,The Iron Captain,Victarion Greyjoy,"Lenwood Tawney, Little Lenwood Tawney",M,A,,Lenwood,Tawney,,Little Lenwood Tawney,
A Feast for Crows,291,The Iron Captain,Victarion Greyjoy,Romny Weaver,M,A,,Romny,Weaver,,,
A Feast for Crows,291,The Iron Captain,Victarion Greyjoy,Eldred Codd,M,A,,Eldred,Codd,,,
A Feast for Crows,293,The Iron Captain,Victarion Greyjoy,Stonehand,M,A,,Stonehand,,,,
A Feast for Crows,293,The Iron Captain,Victarion Greyjoy,Quellon Humble,M,A,,Quellon,Humble,,,
A Feast for Crows,293,The Iron Captain,Victarion Greyjoy,"Ralf, The Shepherd",M,A,,Ralf,,,The Shepherd,
A Feast for Crows,293,The Iron Captain,Victarion Greyjoy,"Ralf, Of Lordsport",M,A,,Ralf,,,Of Lordsport,
A Feast for Crows,293,The Iron Captain,Victarion Greyjoy,"Qarl, The Thrall",M,A,,Qarl,,,The Thrall,
A Feast for Crows,300,The Drowned Man,Aeron Greyjoy,Sigfry Stonetree,M,A,,Sigfry,Stonetree,,,
A Feast for Crows,303,The Drowned Man,Aeron Greyjoy,Lord Gylbert Farwynd,M,A,Lord,Gylbert,Farwynd,,,
A Feast for Crows,304,The Drowned Man,Aeron Greyjoy,"Erik Ironmaker, Erik Anvil-Breaker/Erik the Just",M,A,,Erik,Ironmaker,,Erik Anvil-Breaker/Erik the Just,
A Feast for Crows,304,The Drowned Man,Aeron Greyjoy,Thormor Ironmaker,M,A,,Thormor,Ironmaker,,,
A Feast for Crows,305,The Drowned Man,Aeron Greyjoy,Denys Drumm,M,A,,Denys,Drumm,,,
A Feast for Crows,305,The Drowned Man,Aeron Greyjoy,Donnel Drumm,M,A,,Donnel,Drumm,,,
A Feast for Crows,206,Cersei III,Cersei Lannister,"Dale Drumm, The Dread",M,A,,Dale,Drumm,,The Dread,
A Feast for Crows,306,The Drowned Man,Aeron Greyjoy,"Roryn Drumm, The Reaver",M,A,,Roryn,Drumm,,The Reaver,
A Feast for Crows,306,The Drowned Man,Aeron Greyjoy,"Gormond Drumm, The Oldfather",M,D,,Gormond,Drumm,,The Oldfather,
A Feast for Crows,306,The Drowned Man,Aeron Greyjoy,Hilmar Drumm,M,D,,Hilmar,Drumm,,,
A Feast for Crows,306,The Drowned Man,Aeron Greyjoy,Harmund Sharp,M,A,,Harmund,Sharp,,,
A Feast for Crows,306,The Drowned Man,Aeron Greyjoy,Harrag Sharp,M,D,,Harrag,Sharp,,,
A Feast for Crows,316,Brienne IV,Brienne of Tarth,Lord Lucifer Hardy,M,D,Lord,Lucifer,Hardy,,,
A Feast for Crows,316,Brienne IV,Brienne of Tarth,Old Crackbones,M,D,,?,,,Old Crackbones,
A Feast for Crows,317,Brienne IV,Brienne of Tarth,Rupert Crabb,M,D,,Rupert,Crabb,,,
A Feast for Crows,317,Brienne IV,Brienne of Tarth,Clement Crabb,M,D,,Clement,Crabb,,,
A Feast for Crows,318,Brienne IV,Brienne of Tarth,Ser Raymond Nayland,M,A,Ser,Raymond,Nayland,,,
A Feast for Crows,318,Brienne IV,Brienne of Tarth,Harry Sawyer,M,A,,Harry,Sawyer,,,
A Feast for Crows,318,Brienne IV,Brienne of Tarth,Robin Potter,M,A,,Robin,Potter,,,
A Feast for Crows,320,Brienne IV,Brienne of Tarth,Lord Eustace Brune,M,A,Lord,Eustace,Brune,,,
A Feast for Crows,335,The Queenmaker,Arianne Martell,Ser Andrey Dalt,M,A,Ser,Andrey,Dalt,,,
A Feast for Crows,335,The Queenmaker,Arianne Martell,"Lady Sylva Santagar, Spotted Sylva",F,A,Lady,Sylva,Santagar,,Spotted Sylva,
A Feast for Crows,335,The Queenmaker,Arianne Martell,Garin,M,A,,Garin,,,,
