Book	Page	Chapter Name	POV	Full name	Gender	Status	Birth	Death	Culture	Title	Forename	Surname	Old Surname	Alias	Regnal No
A Feast for Crows	559	Jaime V	Jaime Lannister	Xhobar Qhoqua, The Ebon Prince, of the Band of Nine	M	H	?	?	Summer Islander	Prince (exiled)	Xhobar	Qhoqua		The Ebon Prince	
A Feast for Crows	569	Cat of the Canals	Arya Stark	Talea	F	A	?		Braavosi		Talea				
A Feast for Crows	569	Cat of the Canals	Arya Stark	Brea	F	A	?		Braavosi		Brea				
A Feast for Crows	572	Cat of the Canals	Arya Stark	Beqqo, Blind Beqqo	M	A	?		Braavosi		Beqqo			Blind Beqqo	
A Feast for Crows	572	Cat of the Canals	Arya Stark	Lotho Lornel	M	A	?		Braavosi		Lotho	Lornel			
A Feast for Crows	572	Cat of the Canals	Arya Stark	Captain Moredo Prestayn	M	A	?		Braavosi	Captain of Vixen	Moredo	Prestayn			
A Feast for Crows	574	Cat of the Canals	Arya Stark	Roggo, Red Roggo	M	A	?		Braavosi		Roggo			Red Roggo	
A Feast for Crows	574	Cat of the Canals	Arya Stark	Lanna, Of the Happy Port	F	A	285 or 286 AC		Braavosi		Lanna			Of the Happy Port	
A Feast for Crows	575	Cat of the Canals	Arya Stark	Gyloro Dothare	M	A	?		Braavosi		Gyloro	Dothare			
A Feast for Crows	575	Cat of the Canals	Arya Stark	Gyleno Dothare	M	A	?		Braavosi		Gyleno	Dothare			
A Feast for Crows	575	Cat of the Canals	Arya Stark	Quill	M	A	?		Braavosi		Quill				
A Feast for Crows	575	Cat of the Canals	Arya Stark	Tagganaro	M	A	?		Braavosi		Tagganaro				
A Feast for Crows	575	Cat of the Canals	Arya Stark	Cossomo, The Conjurer	M	A	?		Braavosi		Cossomo			The Conjurer	
A Feast for Crows	576	Cat of the Canals	Arya Stark	Wat, a sailor of the Brazen Monkey	M	A	?		?		Wat			Sailor	
A Feast for Crows	576	Cat of the Canals	Arya Stark	S'vrone	F	A	?		Braavosi		S'vrone				
A Feast for Crows	577	Cat of the Canals	Arya Stark	Nicknamed, The Drunken Daughter	F	A	?		Braavosi		?			The Drunken Daughter	
A Feast for Crows	577	Cat of the Canals	Arya Stark	Jeyne, Canker Jeyne, actually a man	M	A	?		Braavosi		Jeyne			Canker Jeyne	
A Feast for Crows	577	Cat of the Canals	Arya Stark	Meralyn, Merry	F	A	?		Braavosi		Meralyn			Merry	
A Feast for Crows	577	Cat of the Canals	Arya Stark	Bethany, Blushing Bethany	F	A	?		Braavosi		Bethany			Blushing Bethany	
A Feast for Crows	577	Cat of the Canals	Arya Stark	Assadora	F	A	?		Ibbenese		Assadora			Assadora of Ibben	
A Feast for Crows	577	Cat of the Canals	Arya Stark	Nicknamed, The Poetess	F	A	?		Braavosi		?			The Poetess	
A Feast for Crows	577	Cat of the Canals	Arya Stark	Nicknamed, The Merling Queen	F	A	?		Braavosi		?			The Merling Queen	
A Feast for Crows	577	Cat of the Canals	Arya Stark	Nicknamed, The Veiled Lady	F	A	?		Braavosi		?			The Veiled Lady	
A Feast for Crows	578	Cat of the Canals	Arya Stark	Captain Bellegere Otherys, Aegon IV's mistress, The 1st Black Pearl	F	H	?	?	Braavosi, Summer Islander	Captain (ship)	Bellegere	Otherys		The 1st Black Pearl of Braavos, Aegon IV's mistress	
A Feast for Crows	578	Cat of the Canals	Arya Stark	Bellonara Otherys, bastard daughter of Aegon IV, The 2nd Black Pearl	F	H	161 - 170 AC	?	Braavosi		Bellonara	Otherys		The 2nd Black Pearl	
A Feast for Crows	578	Cat of the Canals	Arya Stark	Bellonara Otherys, The 4th Black Pearl and mother of the current Black Pearl	F	U	?		Braavosi		Bellonara	Otherys		The 4th Black Pearl	
A Feast for Crows	579	Cat of the Canals	Arya Stark	Narbo, Little Narbo	M	A	?		Braavosi		Narbo			Little Narbo	
A Feast for Crows	579	Cat of the Canals	Arya Stark	Joss, The Gloom	M	A	?		Braavosi		Joss			The Gloom	
A Feast for Crows	579	Cat of the Canals	Arya Stark	Quence	M	A	?		Braavosi		Quence				
A Feast for Crows	579	Cat of the Canals	Arya Stark	Allaquo	M	A	?		Braavosi		Allaquo				
A Feast for Crows	579	Cat of the Canals	Arya Stark	Sloey	F	A	?		Braavosi		Sloey				
A Feast for Crows	579	Cat of the Canals	Arya Stark	Myrmello	M	A	?		Braavosi		Myrmello				
A Feast for Crows	581	Cat of the Canals	Arya Stark	Ezzelyno	M	A	?		Braavosi	Red Priest	Ezzelyno				
A Feast for Crows	581	Cat of the Canals	Arya Stark	Eustace, Of Braavos	M	A	?		Braavosi	Septon (disgraced), Septon at the Sept-Beyond-the-Sea	Eustace			Of Braavos	
A Feast for Crows	587	Samwell IV	Samwell Tarly	Kojja Mo	F	A	?		Summer Islander	Captain (of archers)	Kojja	Mo			
A Feast for Crows	589	Samwell IV	Samwell Tarly	Princess Rhaelle Targaryen/Baratheon	F	H	229 - 233 AC	?	Crownlander	Princess, Lady, Cupbearer	Rhaelle	Baratheon	Targaryen		
A Feast for Crows	603	Cersei VIII	Cersei Lannister	Bobono	M	A	?		Braavosi		Bobono				
A Feast for Crows	609	Cersei VIII	Cersei Lannister	Ser Gareth Clifton	M	A	?		Westermen	Ser	Gareth	Clifton			
A Feast for Crows	612	Cersei VIII	Cersei Lannister	Grand Maester Ellendor	M	H	167 - 171 AC	258 or 259 AC	?	Grand Maester	Ellendor				
A Feast for Crows	612	Cersei VIII	Cersei Lannister	Grand Maester Merion	M	H	192 or 193 AC	259 AC	?	Grand Maester	Merion				
A Feast for Crows	619	Brienne VII	Brienne of Tarth	Ser Jon Heddle, Long Jon Heddle	M	H	?	?	Rivermen	Ser	Jon	Heddle		Long Jon Heddle	
A Feast for Crows	620	Brienne VII	Brienne of Tarth	Willow Heddle	F	A	289 or 290 AC		Rivermen		Willow	Heddle			
A Feast for Crows	624	Brienne VII	Brienne of Tarth	Wat, Orphan	M	A	?		Rivermen		Wat			Orphan	
A Feast for Crows	624	Brienne VII	Brienne of Tarth	Will, Orphan	M	A	?		Rivermen		Will			Orphan	
A Feast for Crows	624	Brienne VII	Brienne of Tarth	Tansy, Orphan	F	A	?		Rivermen		Tansy			Orphan	
A Feast for Crows	624	Brienne VII	Brienne of Tarth	Pate, Orphan	M	A	?		Rivermen		Pate			Orphan	
A Feast for Crows	624	Brienne VII	Brienne of Tarth	Jon Penny	M	A	?		Rivermen		Jon	Penny			
A Feast for Crows	627	Brienne VII	Brienne of Tarth	Ben, Ben Big Mouth, Orphan	M	A	294 AC		Rivermen		Ben			Ben Big Mouth, Orphan	
A Feast for Crows	645	Jaime VI	Jaime Lannister	Nicknamed, The queen o' whores	F	U	?		?		?			The queen o' whores	
A Feast for Crows	658	Cersei IX	Cersei Lannister	Ser Hugh Clifton	M	A	?		Westermen	Ser	Hugh	Clifton			
A Feast for Crows	661	Cersei IX	Cersei Lannister	Septa Saranella	F	U	?		?	Septa at Casterly Rock	Saranella				
A Feast for Crows	669	The Princess in the Tower	Arianne Martell	Bors	M	A	?		Dornishmen		Bors				
A Feast for Crows	669	The Princess in the Tower	Arianne Martell	Timoth	M	A	?		Dornishmen		Timoth				
A Feast for Crows	669	The Princess in the Tower	Arianne Martell	Morra	F	A	?		Dornishmen		Morra				
A Feast for Crows	669	The Princess in the Tower	Arianne Martell	Mellei	F	A	?		Dornishmen		Mellei				
A Feast for Crows	669	The Princess in the Tower	Arianne Martell	Cedra	F	A	?		Dornishmen		Cedra				
A Feast for Crows	669	The Princess in the Tower	Arianne Martell	Belandra	F	A	?		Dornishmen		Belandra				
A Feast for Crows	673	The Princess in the Tower	Arianne Martell	Lord Franklyn Fowler, The Old Hawk	M	A	?		Dornishmen	Lord	Franklyn	Fowler		The Old Hawk	
A Feast for Crows	675	The Princess in the Tower	Arianne Martell	Lord Ben Beesbury	M	H	210 - 217 AC	290 - 300 AC	Reachmen	Lord	Ben	Beesbury			
A Feast for Crows	680	The Princess in the Tower	Arianne Martell	Ser Symon Santagar	M	A	?		Dornishmen	Ser	Symon	Santagar			
A Feast for Crows	684	The Princess in the Tower	Arianne Martell	Frynne	F	A	?		Dornishmen		Frynne				
A Feast for Crows	684	The Princess in the Tower	Arianne Martell	Ser Gerris Drinkwater	M	A	275 AC		Dornishmen	Ser	Gerris	Drinkwater		Dornish Gerrold, Drink	
A Feast for Crows	684	The Princess in the Tower	Arianne Martell	Ser Willam Wells	M	D	?	300 AC	Dornishmen	Ser	Willam	Wells			
A Feast for Crows	684	The Princess in the Tower	Arianne Martell	Ser Archibald Yronwood	M	A	?		Dornishmen	Ser	Archibald	Yronwood		Arch, Big Man, Ser Greenguts	
A Feast for Crows	687	Alayne II	Sansa Stark	Ser Artys Arryn, The Winged Knight	M	F	Age of Heroes		First Men	Ser	Artys	Arryn		The Winged Knight	
A Feast for Crows	687	Alayne II	Sansa Stark	Nicknamed, The Griffin King	M	H	Age of Heroes		First Men	King	?			The Griffin King, Last of the Moutain Kings	
A Feast for Crows	691	Alayne II	Sansa Stark	Terrance Lynderly	M	A	?		Valemen	Squire	Terrance	Lynderly			
A Feast for Crows	691	Alayne II	Sansa Stark	Gyles Grafton	M	A	?		Valemen	Squire	Gyles	Grafton			
A Feast for Crows	699	Alayne II	Sansa Stark	Ossy	M	A	?		Valemen		Ossy				
A Feast for Crows	699	Alayne II	Sansa Stark	Carrot	M	A	?		Valemen		Carrot				
A Feast for Crows	701	Alayne II	Sansa Stark	Alys Stone, bastard daughter of Ser Harrold Hardyng	F	B	298 AC		Valemen		Alys	Stone			
A Feast for Crows	701	Alayne II	Sansa Stark	Cissy	F	A	?		Valemen		Cissy				
A Feast for Crows	702	Alayne II	Sansa Stark	Ysilla Royce/Redfort	F	A	?		Valemen		Ysilla	Redfort	Royce		
A Feast for Crows	707	Alayne II	Sansa Stark	Ser Byron, The Beautiful	M	A	?		?	Ser	Byron			The Beautiful	
A Feast for Crows	707	Alayne II	Sansa Stark	Ser Morgarth, The Merry	M	A	?		?	Ser	Morgarth			The Merry	
A Feast for Crows	709	Alayne II	Sansa Stark	Saffron	F	A	?		Valemen		Saffron				
A Feast for Crows	709	Alayne II	Sansa Stark	Ser Roland Waynwood, a grandson of Lady Anya Waynwood	M	A	274 - 281 AC		Valemen	Ser	Roland	Waynwood			
A Feast for Crows	709	Alayne II	Sansa Stark	Lord Jasper Arryn	M	H	?	?	Valemen	Lord	Jasper	Arryn			
A Feast for Crows	709	Alayne II	Sansa Stark	Alys Arryn/Waynwood	F	H	218 - 249 AC	?	Valemen		Alys	Waynwood	Arryn		
A Feast for Crows	709	Alayne II	Sansa Stark	Ser Elys Waynwood	M	H	?	?	Valemen	Ser	Elys	Waynwood			
A Feast for Crows	710	Alayne II	Sansa Stark	Jasper Waynwood	M	H	?	?	Valemen		Jasper	Waynwood			
A Feast for Crows	728	Cersei X	Cersei Lannister	Septa Moelle	F	A	?		?	Septa (Most Devout)	Moelle				
A Feast for Crows	729	Cersei X	Cersei Lannister	Septa Aglantine	F	A	?		?	Septa (Most Devout)	Aglantine				
A Feast for Crows	729	Cersei X	Cersei Lannister	Septa Melicent	F	A	?		?	Septa	Melicent				
A Feast for Crows	735	Cersei X	Cersei Lannister	Ser Theodan Wells, The True	M	A	?		?	Ser, Commander of the Warrior's Sons	Theodan	Wells		The True	
A Feast for Crows	736	Cersei X	Cersei Lannister	Septa Unella	F	A	?		?	Septa (Most Devout)	Unella				
A Feast for Crows	741	Cersei X	Cersei Lannister	Septa Scolera	F	A	?		?	Septa at the Great Sept of Baelor	Scolera				
A Feast for Crows	744	Cersei X	Cersei Lannister	Humfrey Waters	M	A	?		Crownlander	Captain of the Dragon Gate, Commander of the City Watch of King's Landing	Humfrey	Waters			
A Feast for Crows	755	Jaime VII	Jaime Lannister	Jate, the 2nd sentry of Ser Dermot of the Rainwood killed by wolves	M	D	?	300 AC	Rivermen		Jate				
A Feast for Crows	764	Samwell V	Samwell Tarly	Malora Hightower, The Mad Maid	F	A	?		Reachmen		Malora	Hightower		The Mad Maid	
A Feast for Crows	765	Samwell V	Samwell Tarly	Ser Gunthor Hightower	M	A	271 - 285 AC		Reachmen	Ser	Gunthor	Hightower			
A Feast for Crows	765	Samwell V	Samwell Tarly	Ser Garth Hightower, Greysteel	M	A	?		Reachmen	Ser	Garth	Hightower		Greysteel	
A Feast for Crows	765	Samwell V	Samwell Tarly	Ser Humfrey Hightower	M	A	272 - 285 AC		Reachmen	Ser	Humfrey	Hightower			
A Feast for Crows	768	Samwell V	Samwell Tarly	Acolyte Lorcas, the gatekeeper at the Citadel	M	A	241 AC or before		Reachmen	Acolyte of the Citadel	Lorcas				
A Feast for Crows	770	Samwell V	Samwell Tarly	Archmaester Theobald, The Seneschal	M	A	?		?	Archmaester, Seneschal of the Citadel	Theobald			The Seneschal	
A Feast for Crows	770	Samwell V	Samwell Tarly	Archmaester Norren	M	A	?		?	Archmaester, Seneschal of the Citadel	Norren				
A Feast for Crows	774	Samwell V	Samwell Tarly	Gorghan, Of Old Ghis	M	H	?		Ghiscari		Gorghan			Of Old Ghis	
A Feast for Crows	784	Appendix	N/A	Ser Willam Wythers	M	A	?		Reachmen	Ser, Captain of the guards	Willam	Wythers			
A Feast for Crows	786	Appendix	N/A	Septa Helicent	F	A	?		Crownlander	Septa (Most Devout)	Helicent				
A Feast for Crows	788	Appendix	N/A	Ser Richard Horpe	M	A	?		Stormlander	Ser	Richard	Horpe		The Slayer, The wrong-way ranger, The knight of the moths	
A Feast for Crows	788	Appendix	N/A	Ser Justin Massey	M	A	?		Crownlander	Ser	Justin	Massey		The Smiler	
A Feast for Crows	788	Appendix	N/A	Ser Clayton Suggs	M	A	?		Crownlander	Ser	Clayton	Suggs			
A Feast for Crows	788	Appendix	N/A	Ser Godry Farring	M	A	?		Crownlander	Ser	Godry	Farring		Godry the Giantslayer	
A Feast for Crows	788	Appendix	N/A	Lord Harwood Fell	M	D	?	300 AC	Stormlander	Lord	Harwood	Fell			
A Feast for Crows	788	Appendix	N/A	Ser Corliss Penny	M	A	?		?	Ser	Corliss	Penny			
A Feast for Crows	793	Appendix	N/A	Balon Botley	M	A	?		Ironborn		Balon	Botley			
A Feast for Crows	793	Appendix	N/A	Quellon Botley	M	A	?		Ironborn		Quellon	Botley			
A Feast for Crows	793	Appendix	N/A	Lucimore Botley	M	A	?		Ironborn		Lucimore	Botley			
A Feast for Crows	798	Appendix	N/A	Ser Lucas Corbray	M	A	?		Valemen	Ser	Lucas	Corbray			
A Feast for Crows	798	Appendix	N/A	Lord Triston Sunderland	M	A	?		Sistermen	Lord	Triston	Sunderland			
A Feast for Crows	798	Appendix	N/A	Lord Godric Borrell	M	A	?		Sistermen	Lord	Godric	Borrell			
A Feast for Crows	798	Appendix	N/A	Lord Rolland Longthorpe	M	A	?		Sistermen	Lord	Rolland	Longthorpe			
A Feast for Crows	798	Appendix	N/A	Lord Alesandor Torrent	M	A	?		Sistermen	Lord	Alesandor	Torrent			
A Feast for Crows	799	Appendix	N/A	Lord Royce Coldwater	M	A	?		Valemen	Lord	Royce	Coldwater			
A Feast for Crows	799	Appendix	N/A	Ser Damon Shett	M	A	?		Valemen	Ser	Damon	Shett			
A Feast for Crows	799	Appendix	N/A	Lord Uthor Tollett	M	A	?		Valemen	Lord	Uthor	Tollett			
A Feast for Crows	799	Appendix	N/A	Ser Wallace Waynwood	M	A	278 - 283 AC		Valemen	Ser	Wallace	Waynwood			
A Feast for Crows	799	Appendix	N/A	Ser Jasper Redfort	M	A	?		Valemen	Ser	Jasper	Redfort			
A Feast for Crows	799	Appendix	N/A	Ser Creighton Redfort	M	A	?		Valemen	Ser	Creighton	Redfort			
A Feast for Crows	799	Appendix	N/A	Ser Jon Redfort	M	A	?		Valemen	Ser	Jon	Redfort			
A Feast for Crows	804	Appendix	N/A	Hostella Frey	F	B	299 or 300 AC		Rivermen		Hostella	Frey			
A Feast for Crows	805	Appendix	N/A	Jaime Frey	M	B	299 or 300 AC		Rivermen		Jaime	Frey			
A Feast for Crows	805	Appendix	N/A	Tywin Frey, son of Raymund	M	B	299 or 300 AC		Rivermen		Tywin	Frey			
A Feast for Crows	805	Appendix	N/A	Leana Frey	F	B	299 or 300 AC		Rivermen		Leana	Frey			
A Feast for Crows	808	Appendix	N/A	Rhonda Rowan/Hightower	F	A	?		Reachmen		Rhonda	Hightower	Rowan		
A Feast for Crows	809	Appendix	N/A	Denyse Hightower/Redwyne	F	A	?		Reachmen		Denyse	Redwyne	Hightower		
A Feast for Crows	809	Appendix	N/A	Ser Desmond Redwyne	M	A	?		Reachmen	Ser	Desmond	Redwyne			
A Feast for Crows	809	Appendix	N/A	Denys Redwyne	M	A	?		Reachmen	Squire	Denys	Redwyne			
A Feast for Crows	809	Appendix	N/A	Leyla Hightower/Cupps	F	A	?		Reachmen		Leyla	Cupps	Hightower		
A Feast for Crows	809	Appendix	N/A	Ser Jon Cupps	M	A	?		?	Ser	Jon	Cupps			
A Feast for Crows	809	Appendix	N/A	Lady Alysanne Hightower/Ambrose	F	A	?		Reachmen	Lady	Alysanne	Ambrose	Hightower		
A Feast for Crows	809	Appendix	N/A	Jeyne Fossoway	F	A	?		Reachmen		Jeyne	Fossoway			
A Feast for Crows	809	Appendix	N/A	Lord Tommen Costayne	M	A	?		Reachmen	Lord	Tommen	Costayne			
A Feast for Crows	809	Appendix	N/A	Lord Martyn Mullendore	M	A	?		Reachmen	Lord	Martyn	Mullendore			
A Feast for Crows	809	Appendix	N/A	Lord Warryn Beesbury	M	A	?		Reachmen	Lord	Warryn	Beesbury			
A Feast for Crows	809	Appendix	N/A	Lord Branston Cuy	M	A	?		Reachmen	Lord	Branston	Cuy			
A Feast for Crows	810	Appendix	N/A	Archmaester Gallard	M	A	?		?	Archmaester	Gallard				
A Feast for Crows	810	Appendix	N/A	Archmaester Castos	M	A	?		?	Archmaester	Castos				
A Feast for Crows	810	Appendix	N/A	Archmaester Zarabelo	M	A	?		?	Archmaester	Zarabelo				
A Feast for Crows	810	Appendix	N/A	Archmaester Garizon	M	A	?		?	Archmaester	Garizon				
A Feast for Crows	810	Appendix	N/A	Archmaester Nymos	M	A	?		?	Archmaester	Nymos				
A Feast for Crows	810	Appendix	N/A	Archmaester Cetheres	M	A	?		?	Archmaester	Cetheres				
A Feast for Crows	810	Appendix	N/A	Archmaester Willifer	M	A	?		?	Archmaester	Willifer				
A Feast for Crows	810	Appendix	N/A	Archmaester Harodon	M	A	?		?	Archmaester	Harodon				
A Feast for Crows	810	Appendix	N/A	Archmaester Guyne	M	A	?		?	Archmaester	Guyne				
A Feast for Crows	810	Appendix	N/A	Archmaester Agrivane	M	A	?		?	Archmaester	Agrivane				
A Feast for Crows	810	Appendix	N/A	Archmaester Ocley	M	A	?		?	Archmaester	Ocley				
A Feast for Crows	813	Appendix	N/A	Lady Alysanne Lefford	F	A	?		Westermen	Lady	Alysanne	Lefford			
A Feast for Crows	814	Appendix	N/A	Ser Lorent Lorch	M	A	?		Westermen	Ser	Lorent	Lorch			
A Feast for Crows	814	Appendix	N/A	Ser Tybolt Hetherspoon	M	A	?		Westermen	Ser	Tybolt	Hetherspoon			
A Feast for Crows	822	Appendix	N/A	Lady Jyana Reed	F	A	?		Crannogmen	Lady	Jyana	Reed			
A Feast for Crows	823	Appendix	N/A	Lord Rodrik Ryswell	M	A	?		Northmen	Lord	Rodrik	Ryswell			
A Feast for Crows	823	Appendix	N/A	Lady Barbrey Ryswell/Dustin	F	A	?		Northmen	Lady	Barbrey	Dustin	Ryswell		
A Feast for Crows	823	Appendix	N/A	Lord Harwood Stout	M	A	?		Northmen	Lord	Harwood	Stout			
A Feast for Crows	823	Appendix	N/A	Lady Bethany Ryswell/Bolton	F	H	?	?	Northmen	Lady	Bethany	Bolton	Ryswell		
A Feast for Crows	823	Appendix	N/A	Roger Ryswell	M	A	?		Northmen		Roger	Ryswell			
A Feast for Crows	823	Appendix	N/A	Rickard Ryswell	M	A	?		Northmen		Rickard	Ryswell			
A Feast for Crows	823	Appendix	N/A	Roose Ryswell	M	A	?		Northmen		Roose	Ryswell			
A Feast for Crows	823	Appendix	N/A	Lord Hugo Wull, Big Bucket, The Wull	M	A	?		Northern mountain clans	Lord, The Wull	Hugo	Wull		Big Bucket, The Wull	
A Feast for Crows	823	Appendix	N/A	Lord Brandon Norrey, The Norrey	M	A	?		Northern mountain clans	Lord, The Norrey	Brandon	Norrey		The Norrey	
A Feast for Crows	823	Appendix	N/A	Lord Torren Liddle, The Liddle	M	A	?		Northern mountain clans	Lord, The Liddle	Torren	Liddle		The Liddle	
A Feast for Crows	825	Appendix	N/A	Liane Vance	F	A	?		Rivermen		Liane	Vance			
A Feast for Crows	825	Appendix	N/A	Rhialta Vance	F	A	?		Rivermen		Rhialta	Vance			
A Feast for Crows	825	Appendix	N/A	Emphyria Vance	F	A	?		Rivermen		Emphyria	Vance			
A Feast for Crows	825	Appendix	N/A	Maester Jon (Vance)	M	A	?		Rivermen	Maester	Jon	/	Vance		
A Feast for Crows	834	Appendix	N/A	Ser Bennard Brune	M	A	?		Crownlander	Ser	Bennard	Brune			
A Feast for Crows	836	Appendix	N/A	Meg, Swampy Meg	F	A	?		?		Meg			Swampy Meg	
A Feast for Crows	836	Appendix	N/A	Jon, O' Nutten	M	A	?		Rivermen		Jon			O' Nutten	
A Feast for Crows	838	Appendix	N/A	Geoff, The Squirrel	M	A	?		?		Geoff			The Squirrel	
A Feast for Crows	838	Appendix	N/A	Ben, Bearded Ben	M	A	?		?		Ben			Bearded Ben	
A Dance with Dragons	2	Prologue	Varamyr Sixskins	Bump	M	H	?	?	Free Folk		Bump				
A Dance with Dragons	2	Prologue	Varamyr Sixskins	Haggon	M	H	?	?	Free Folk		Haggon				
A Dance with Dragons	3	Prologue	Varamyr Sixskins	Thistle	F	D, W	?	300 AC	Free Folk		Thistle				
A Dance with Dragons	4	Prologue	Varamyr Sixskins	Nicknamed, Mother Mole	F	U	?		Free Folk		?			Mother Mole	
A Dance with Dragons	10	Prologue	Varamyr Sixskins	Borroq	M	A	?		Free Folk		Borroq				
A Dance with Dragons	10	Prologue	Varamyr Sixskins	Briar	M	U	?		Free Folk		Briar				
A Dance with Dragons	10	Prologue	Varamyr Sixskins	Grisella	F	U	?		Free Folk		Grisella				
A Dance with Dragons	12	Prologue	Varamyr Sixskins	Meha	F	D	?	?	Free Folk		Meha				
A Dance with Dragons	24	Tyrion I	Tyrion Lannister	Lord Runceford Redwyne	M	H	?	282 AC or before	Reachmen	Lord	Runceford	Redwyne			
A Dance with Dragons	29	Tyrion I	Tyrion Lannister	Magister Ordello	M	D	?	299 AC	Pentoshi	Magister of Pentos	Ordello				
A Dance with Dragons	35	Daenerys I	Daenerys Targaryen	Stalwart Shield	M	D	?	300 AC	Free Cities		Stalwart	Shield			
A Dance with Dragons	38	Daenerys I	Daenerys Targaryen	Reznak mo Reznak	M	A	?		Ghiscari	Seneschal of Meereen, Great Master	Reznak	mo Reznak		Seneschal	
A Dance with Dragons	38	Daenerys I	Daenerys Targaryen	Skahaz mo Kandaq, Shavepate	M	A	?		Ghiscari	Great Master, Commander of the Brazen Beasts (Meereen's city watch)	Skahaz	mo Kandaq		Shavepate	
A Dance with Dragons	39	Daenerys I	Daenerys Targaryen	Galazza Galare, The Green Grace	F	A	Roughly 217 AC		Ghiscari	Priestess of Meereen, Green Grace	Galazza	Galare		The Green Grace	
A Dance with Dragons	44	Daenerys I	Daenerys Targaryen	King Hizdahr XIV zo Loraq	M	A	?		Ghiscari	King, Great Master	Hizdahr	zo Loraq		Hizdak, Hizdahr of the tepid kisses	XIV
A Dance with Dragons	46	Daenerys I	Daenerys Targaryen	Grazdan zo Galare	M	A	?		Ghiscari	Great Master	Grazdan	zo Galare			
A Dance with Dragons	46	Daenerys I	Daenerys Targaryen	Elza or Ella	F	H	?	294 AC	Ghiscari		Elza or Ella				
A Dance with Dragons	51	Daenerys I	Daenerys Targaryen	Hazzea	F	D	295 or 296 AC	300 AC	Ghiscari		Hazzea				
A Dance with Dragons	56	Jon I	Jon Snow	Garse, one of Jon Snow's guard	M	A	?		?		Garse				
A Dance with Dragons	59	Jon I	Jon Snow	Lyanna Mormont	F	A	290 AC		Northmen		Lyanna	Mormont			
A Dance with Dragons	60	Jon I	Jon Snow	Arnolf Karstark	M	A	?		Northmen	Castellan	Arnolf	Karstark		Lord Arnolf	
A Dance with Dragons	61	Jon I	Jon Snow	Wynafryd Manderly	F	A	280 or 281 AC		Northmen		Wynafryd	Manderly			
A Dance with Dragons	61	Jon I	Jon Snow	Wylla Manderly	F	A	284 or 285 AC		Northmen		Wylla	Manderly			
A Dance with Dragons	83	Tyrion II	Tyrion Lannister	Serra, 2nd wife of Illyrio Mopatis	F	H	?	?	Lysene		Serra	Mopatis	?		
A Dance with Dragons	85	Tyrion II	Tyrion Lannister	Pytho Malanon	M	A	?		Pentoshi		Pytho	Malanon			
A Dance with Dragons	89	Tyrion II	Tyrion Lannister	Ser Aegor Rivers, Bittersteel	M	H	172 AC	241 AC	Rivermen	Ser, Captain-General of the Golden Company	Aegor	Rivers		Bittersteel	
A Dance with Dragons	90	Tyrion II	Tyrion Lannister	King Hugor, Of the Hill	M	H	Andal Invasion		Andal	King	Hugor			Of the Hill	
A Dance with Dragons	103	The Merchant's Man	Quentyn Martell	Ynys Yronwood/Allyrion	F	A	?		Dornishmen		Ynys	Allyrion	Yronwood		
A Dance with Dragons	104	The Merchant's Man	Quentyn Martell	Gwyneth Yronwood	F	A	287 or 288 AC		Dornishmen		Gwyneth	Yronwood			
A Dance with Dragons	107	The Merchant's Man	Quentyn Martell	Nicknamed, The Tattered Prince	M	A	238 or 239 AC		Pentoshi	Prince of Pentos (title refused), Commander of the Windblown (mercenary company)	?			The Tattered Prince, Rags, Rags and Tatters, Old Grey-beards in Rags, The Prince of Tatters, Tatters	
A Dance with Dragons	123	Jon II	Jon Snow	Lord Commander Jack Musgood	M	H	?	226 AC or after	Stormlander	Lord Commander of the Night's Watch	Jack	Musgood		Jolly Jack, Sleepy Jack Musgood	
A Dance with Dragons	123	Jon II	Jon Snow	Lord Harmond Umber, The Drunken Giant	M	H	?	226 AC or after	Northmen	Lord	Harmond	Umber		The Drunken Giant	
A Dance with Dragons	124	Jon II	Jon Snow	Manly Stokeworth	M	H	?	283 - 297 AC	Crownlander	Commander of the City Watch of King's Landing	Manly	Stokeworth			
A Dance with Dragons	125	Jon II	Jon Snow	Jack Crabb, Red Jack Crabb	M	A	?		Crownlander		Jack	Crabb		Red Jack Crabb	
A Dance with Dragons	125	Jon II	Jon Snow	Rusty Flowers	M	A	?		Reachmen		Rusty	Flowers			
A Dance with Dragons	129	Tyrion III	Tyrion Lannister	Haldon, Halfmaester	M	A	?		?		Haldon			Halfmaester	
A Dance with Dragons	130	Tyrion III	Tyrion Lannister	Ser Rolly Duckfield, Duck	M	A	?		Reachmen	Ser, Squire	Rolly	Duckfield		Duck, Ser Duck	
A Dance with Dragons	130	Tyrion III	Tyrion Lannister	Khal Motho	M	A	?		Dothraki	Khal	Motho				
A Dance with Dragons	130	Tyrion III	Tyrion Lannister	Khal Zekko	M	A	?		Dothraki	Khal	Zekko				
A Dance with Dragons	131	Tyrion III	Tyrion Lannister	Ser Byron Swann	M	H	?	129 or 130 AC	Stormlander	Ser	Byron	Swann			
A Dance with Dragons	131	Tyrion III	Tyrion Lannister	Grand Maester Munkun	M	H	?	136 AC or after	?	Grand Maester, Regent, Hand of the King	Munkun				
A Dance with Dragons	132	Tyrion III	Tyrion Lannister	Prince Aemond Targaryen	M	H	110 AC	130 AC	Crownlander	Prince, Protector of the Realm, Prince Regent	Aemond	Targaryen		Aemond One-Eye, Aemond the Kinslayer	
